Date,Close
2021-01-04,5791.8974609375
2021-01-05,5813.11328125
2021-01-06,5728.25048828125
2021-01-07,5749.46630859375
2021-01-08,5770.68212890625
2021-01-11,5728.25048828125
2021-01-12,5707.03466796875
2021-01-13,5685.81884765625
2021-01-14,5707.03466796875
2021-01-15,5664.603515625
2021-01-18,5813.11328125
2021-01-19,5770.68212890625
2021-01-20,5728.25048828125
2021-01-21,5749.46630859375
2021-01-22,5664.603515625
2021-01-25,5622.171875
2021-01-26,5579.740234375
2021-01-27,5558.5244140625
2021-01-28,5367.5830078125
2021-01-29,5134.20947265625
2021-02-01,5303.93603515625
2021-02-02,5367.5830078125
2021-02-03,5346.3671875
2021-02-04,5367.5830078125
2021-02-05,5367.5830078125
2021-02-08,5303.93603515625
2021-02-09,5219.07275390625
2021-02-10,5197.8564453125
2021-02-11,5346.3671875
2021-02-15,5219.07275390625
2021-02-16,5176.64111328125
2021-02-17,5176.64111328125
2021-02-18,5134.20947265625
2021-02-19,5155.42529296875
2021-02-22,5134.20947265625
2021-02-23,5134.20947265625
2021-02-24,5176.64111328125
2021-02-25,5197.8564453125
2021-02-26,5134.20947265625
2021-03-01,5176.64111328125
2021-03-02,5325.1513671875
2021-03-03,5346.3671875
2021-03-04,5261.50390625
2021-03-05,5197.8564453125
2021-03-08,5240.28857421875
2021-03-09,5261.50390625
2021-03-10,5431.22998046875
2021-03-12,5410.01416015625
2021-03-15,5431.22998046875
2021-03-16,5431.22998046875
2021-03-17,5388.79833984375
2021-03-18,5346.3671875
2021-03-19,5516.0927734375
2021-03-22,5388.79833984375
2021-03-23,5664.603515625
2021-03-24,5707.03466796875
2021-03-25,5622.171875
2021-03-26,5728.25048828125
2021-03-29,5770.68212890625
2021-03-30,5685.81884765625
2021-03-31,5600.9560546875
2021-04-01,5707.03466796875
2021-04-05,5643.38720703125
2021-04-06,5728.25048828125
2021-04-07,5749.46630859375
2021-04-08,5664.603515625
2021-04-09,5600.9560546875
2021-04-12,5600.9560546875
2021-04-13,5579.740234375
2021-04-14,5579.740234375
2021-04-15,5643.38720703125
2021-04-16,5685.81884765625
2021-04-19,5728.25048828125
2021-04-20,5728.25048828125
2021-04-21,5749.46630859375
2021-04-22,5664.603515625
2021-04-23,5728.25048828125
2021-04-26,5664.603515625
2021-04-27,5537.30908203125
2021-04-28,5664.603515625
2021-04-29,5537.30908203125
2021-04-30,5537.30908203125
2021-05-03,5494.87744140625
2021-05-04,5579.740234375
2021-05-05,5516.0927734375
2021-05-06,5558.5244140625
2021-05-07,5516.0927734375
2021-05-10,5579.740234375
2021-05-11,5579.740234375
2021-05-17,5388.79833984375
2021-05-18,5410.01416015625
2021-05-19,5410.01416015625
2021-05-20,5410.01416015625
2021-05-21,5388.79833984375
2021-05-24,5325.1513671875
2021-05-25,5346.3671875
2021-05-27,5303.93603515625
2021-05-28,5282.7197265625
2021-05-31,5388.79833984375
2021-06-02,5473.66162109375
2021-06-03,5664.603515625
2021-06-04,5579.740234375
2021-06-07,5579.740234375
2021-06-08,5410.01416015625
2021-06-09,5325.1513671875
2021-06-10,5303.93603515625
2021-06-11,5325.1513671875
2021-06-14,5325.1513671875
2021-06-15,5303.93603515625
2021-06-16,5325.1513671875
2021-06-17,5303.93603515625
2021-06-18,5070.56298828125
2021-06-21,5112.994140625
2021-06-22,5240.28857421875
2021-06-23,5112.994140625
2021-06-24,5070.56298828125
2021-06-25,5134.20947265625
2021-06-28,5091.7783203125
2021-06-29,5282.7197265625
2021-06-30,5240.28857421875
2021-07-01,5558.5244140625
2021-07-02,5579.740234375
2021-07-05,5473.66162109375
2021-07-06,5473.66162109375
2021-07-07,5473.66162109375
2021-07-08,5452.44580078125
2021-07-09,5494.87744140625
2021-07-12,5600.9560546875
2021-07-13,5622.171875
2021-07-14,5622.171875
2021-07-15,5664.603515625
2021-07-16,5622.171875
2021-07-19,5643.38720703125
2021-07-21,5537.30908203125
2021-07-22,5537.30908203125
2021-07-23,5494.87744140625
2021-07-26,5516.0927734375
2021-07-27,5579.740234375
2021-07-28,5516.0927734375
2021-07-29,5410.01416015625
2021-07-30,5155.42529296875
2021-08-02,5240.28857421875
2021-08-03,5197.8564453125
2021-08-04,5240.28857421875
2021-08-05,5261.50390625
2021-08-06,5282.7197265625
2021-08-09,5219.07275390625
2021-08-10,5197.8564453125
2021-08-12,5261.50390625
2021-08-13,5282.7197265625
2021-08-16,5388.79833984375
2021-08-18,5431.22998046875
2021-08-19,5303.93603515625
2021-08-20,5240.28857421875
2021-08-23,5282.7197265625
2021-08-24,5346.3671875
2021-08-25,5367.5830078125
2021-08-26,5325.1513671875
2021-08-27,5452.44580078125
2021-08-30,5537.30908203125
2021-08-31,5240.28857421875
2021-09-01,5388.79833984375
2021-09-02,5473.66162109375
2021-09-03,5537.30908203125
2021-09-06,5494.87744140625
2021-09-07,5541.87255859375
2021-09-08,5475.3701171875
2021-09-09,5564.0400390625
2021-09-10,5519.70458984375
2021-09-13,5519.70458984375
2021-09-14,5475.3701171875
2021-09-15,5541.87255859375
2021-09-16,5497.537109375
2021-09-17,5497.537109375
2021-09-20,5453.20263671875
2021-09-21,5453.20263671875
2021-09-22,5497.537109375
2021-09-23,5453.20263671875
2021-09-24,5453.20263671875
2021-09-27,5408.8671875
2021-09-28,5453.20263671875
2021-09-29,5453.20263671875
2021-09-30,5630.5419921875
2021-10-01,5541.87255859375
2021-10-04,5697.044921875
2021-10-05,5763.546875
2021-10-06,5852.21728515625
2021-10-07,5940.88720703125
2021-10-08,5940.88720703125
2021-10-11,5874.384765625
2021-10-12,5918.7197265625
2021-10-13,6007.3896484375
2021-10-14,6073.89208984375
2021-10-15,6007.3896484375
2021-10-18,6007.3896484375
2021-10-19,6051.724609375
2021-10-21,5940.88720703125
2021-10-22,5896.5517578125
2021-10-25,5896.5517578125
2021-10-26,5918.7197265625
2021-10-27,5741.3798828125
2021-10-28,5674.87744140625
2021-10-29,5630.5419921875
2021-11-01,5564.0400390625
2021-11-02,5564.0400390625
2021-11-03,5541.87255859375
2021-11-04,5564.0400390625
2021-11-05,5541.87255859375
2021-11-08,5564.0400390625
2021-11-09,5630.5419921875
2021-11-10,5564.0400390625
2021-11-11,5608.375
2021-11-12,5630.5419921875
2021-11-15,5586.20751953125
2021-11-16,5586.20751953125
2021-11-17,5586.20751953125
2021-11-18,5807.88232421875
2021-11-19,5807.88232421875
2021-11-22,5874.384765625
2021-11-23,5852.21728515625
2021-11-24,5807.88232421875
2021-11-25,5741.3798828125
2021-11-26,5630.5419921875
2021-11-29,5763.546875
2021-11-30,5586.20751953125
2021-12-01,5785.71484375
2021-12-02,5741.3798828125
2021-12-03,5719.21240234375
2021-12-06,5697.044921875
2021-12-07,5630.5419921875
2021-12-08,5652.70947265625
2021-12-09,5807.88232421875
2021-12-10,5874.384765625
2021-12-13,5807.88232421875
2021-12-14,5719.21240234375
2021-12-15,5763.546875
2021-12-16,5697.044921875
2021-12-17,5741.3798828125
2021-12-20,5652.70947265625
2021-12-21,5652.70947265625
2021-12-22,5586.20751953125
2021-12-23,5652.70947265625
2021-12-24,5674.87744140625
2021-12-27,5652.70947265625
